,Titles,Description,Tags,Date
146,Uzaki-chan wa Asobitai!,"['where', 'do', 'i', 'even', 'start', 'with', 'this', 'trainwreck', 'as', 'an', 'introvert', 'myself', 'i', 'was', 'expecting', 'a', 'relatable', 'and', 'lighthearted', 'anime', 'but', 'nope', 'what', 'i', 'got', 'was', 'a', 'cringeworthy', 'show', 'that', 'mocks', 'and', 'belittles', 'introvert', 'personality', 'the', 'main', 'character', 'shinichi', 'is', 'basically', 'a', 'caricature', 'of', 'every', 'introvert', 'stereotype', 'and', 'uzakichan', 'more', 'like', 'uzakichan', 'wants', 'to', 'annoy', 'the', 'crap', 'out', 'of', 'me', 'her', 'constant', 'nagging', 'and', 'forcing', 'shinichi', 'to', 'socialize', 'made', 'me', 'want', 'to', 'scream', 'newsflash', 'creators', 'being', 'an', 'introvert', 'isnt', 'a', 'problem', 'that', 'needs', 'to', 'be', 'fixed', 'i', 'was', 'really', 'looking', 'forward', 'to', 'a', 'cute', 'and', 'funny', 'anime', 'but', 'what', 'i', 'got', 'was', 'a', 'shallow', 'and', 'insensitive', 'show']",Not Recommended,18-Aug-24
147,Shingeki no Kyojin: The Final Season - Kanketsu-hen,"['since', 'this', 'is', 'my', 'first', 'review', 'ever', 'i', 'decided', 'to', 'start', 'with', 'one', 'of', 'my', 'favorite', 'anime', 'i', 'will', 'offer', 'my', 'honest', 'and', 'subjective', 'opinion', 'what', 'i', 'am', 'writing', 'here', 'are', 'not', 'facts', 'but', 'my', 'personal', 'thoughts', 'i', 'will', 'review', 'thw', 'overall', 'experience', 'with', 'aot', 'here', 'because', 'it', 'is', 'the', 'last', 'season', 'so', 'i', 'will', 'talk', 'about', 'the', 'anime', 'as', 'a', 'whole', 'attack', 'on', 'titan', 'represents', 'a', 'big', 'part', 'of', 'my', 'anime', 'journey', 'especially', 'because', 'i', 'have', 'watched', 'it', 'pretty', 'late', 'in', 'time', 'right', 'before', 'the', '4th', 'season', 'came', 'out', 'what', 'can', 'i', 'possibly', 'say', 'besides', 'the', 'fact', 'that', 'isayama', 'is', 'a', 'genius', 'the', 'story', 'writing']",Recommended,18-Aug-24
148,Shiroi Suna no Aquatope,"['first', 'off', 'the', 'art', 'is', 'beautiful', 'don’t', 'need', 'to', 'elaborate', 'i', 'loved', 'this', 'story', 'given', 'with', 'my', '810', 'rating', 'i', 'don’t', 'enjoy', 'drama', 'or', 'workplace', 'genres', 'but', 'the', 'anime', 'made', 'it', 'enjoyable', 'the', 'story', 'was', 'split', 'into', 'two', 'parts', 'gama', 'gama', 'and', 'tingaarla', 'for', 'gama', 'gama', 'the', 'narrative', 'was', 'the', 'imminent', 'fall', 'of', 'the', 'aquarium', 'vs', '“pushing', 'through', 'everything”', 'trope', 'though', 'i', 'didn’t', 'find', 'the', 'drama', 'well', 'executed', 'it', 'did', 'its', 'job', 'as', 'through', 'kukuru’s', 'eyes', 'gama', 'gama', 'was', 'her', 'life', 'it', 'highlighted', 'the', 'winners', 'and', 'losers', 'in', 'life', 'and', 'even', 'if', 'you', 'try', 'your', 'hardest', 'life', 'isn’t', 'very', 'forgiving', 'it', 'highlighted', 'kukuru’s', 'struggles', 'her', 'acceptance']",Recommended,18-Aug-24
149,FLCL: Grunge,"['it', 'is', 'a', 'sunday', 'night', 'i', 'need', 'to', 'get', 'some', 'sleep', 'because', 'i', 'am', 'about', 'to', 'lose', 'my', 'job', 'this', 'week', 'yet', 'i', 'feel', 'compelled', 'to', 'say', 'something', 'about', 'this', 'animation', 'i', 'will', 'keep', 'this', 'extremely', 'short', 'and', 'easy', 'to', 'read', 'first', 'off', 'this', 'is', 'not', 'an', 'anime', 'in', 'the', 'conventional', 'sense', 'because', 'less', 'than', '51', 'of', 'the', 'show', 'is', '2d', 'the', 'show', 'was', 'done', 'up', 'in', '3dcg', 'plus', 'or', 'minus', 'a', 'handful', 'of', '2d', 'drawings', 'in', 'that', 'respect', 'it', 'is', 'comparable', 'to', 'sd', 'gundam', 'for', 'those', 'of', 'whom', 'that', 'remember', 'it', 'but', 'i', 'digress', 'flcl', 'has', 'always', 'been', 'a', 'somewhat', 'experimental', 'series', 'so', 'i', 'felt']",Not Recommended,18-Aug-24
150,Kami no Tou: Ouji no Kikan,"['season', '1', 'was', 'absolutely', 'amazing', 'season', '2', 'ouji', 'no', 'kikan', 'might', 'be', 'limited', 'on', 'resources', 'because', 'theyre', 'rushing', 'through', 'the', 'story', 'in', 'a', 'way', 'that', 'makes', 'it', 'hard', 'for', 'watchers', 'to', 'follow', 'when', 'this', 'seasons', 'new', 'protagonist', 'appeared', 'i', 'was', 'confused', 'what', 'happened', 'to', 'bam', 'transitions', 'between', 'flashbacks', 'and', 'time', 'skips', 'are', 'minimal', 'you', 'really', 'have', 'to', 'remember', 'the', 'first', 'arcs', 'story', 'theres', 'a', 'lot', 'of', 'new', 'characters', 'being', 'introduced', 'at', 'once', 'with', 'plot', 'elements', 'reminiscent', 'of', 'one', 'piece', 'and', 'sao', 'i', 'appreciate', 'that', 'theyre', 'building', 'up', 'for', 'a', 'grand', 'plot', 'but', 'at', 'the', 'pace', 'its', 'moving', 'its', 'going', 'to', 'take', 'forever', 'ive', 'watched', 'up']",Mixed Feelings,18-Aug-24
151,Nekomonogatari: Kuro,"['nekomonogatari', 'kuro']",Recommended,18-Aug-24
152,Appare-Ranman!,"['story', 'was', 'average', 'its', 'like', 'watching', 'wacky', 'races', 'on', 'boomerang', 'as', 'a', 'child', 'but', 'in', 'anime', 'form', 'ive', 'only', 'seen', 'it', 'once', 'and', 'would', 'never', 'ever', 'watch', 'again', 'to', 'be', 'honest', 'the', 'very', 'beginning', 'drew', 'me', 'and', 'though', 'i', 'will', 'most', 'definitely', 'say', 'that', 'its', 'just', 'the', 'direction', 'it', 'took', 'was', 'not', 'for', 'me', 'at', 'all', 'now', 'for', 'my', 'favorite', 'part', 'about', 'the', 'anime', 'was', 'the', 'art', 'i', 'honestly', 'think', 'if', 'your', 'interest', 'was', 'peaked', 'in', 'anyway', 'shape', 'or', 'form', 'it', 'was', 'most', 'definitely', 'because', 'of', 'the', 'art', 'style', 'because', 'thats', 'how', 'they', 'got', 'me', 'lol', 'pa', 'works', 'be', 'doing', 'a', 'good', 'job', 'though', 'it']",Not Recommended,18-Aug-24
153,Hanayamata,"['cgdct', 'is', 'a', 'genre', 'in', 'which', 'all', 'anime', 'usually', 'follow', 'the', 'same', 'formula', 'episodic', 'no', 'plot', 'cheesy', 'and', 'has', 'no', 'stakes', 'however', 'hanayamata', 'went', 'beyond', 'the', 'typical', 'cgdct', 'and', 'experimented', 'with', 'an', 'overarching', 'plot', 'theme', 'and', 'had', 'tons', 'and', 'tons', 'of', 'drama', 'and', 'stakes', 'for', 'better', 'or', 'worse', 'hanayamata', 'is', 'an', 'anime', 'about', 'yosakoi', 'and', 'friends', 'who', 'dance', 'yosakoi', 'its', 'pretty', 'simple', 'but', 'the', 'club', 'members', 'have', 'a', 'lot', 'of', 'depth', 'and', 'development', 'which', 'is', 'the', 'main', 'draw', 'of', 'the', 'series', 'naru', 'our', 'protagonist', 'is', 'an', 'airhead', 'who', 'is', 'average', 'and', 'has', 'no', 'passion', 'i', 'feel', 'like', 'shes', 'very', 'relatable', 'but', 'at', 'the', 'same', 'time', 'painfully', 'generic']",Recommended,18-Aug-24
154,Aoharu x Kikanjuu,"['just', 'to', 'keep', 'it', 'short', 'and', 'sweet', 'everything', 'was', 'averagebearable', 'but', 'average', 'if', 'you', 'prefer', 'a', 'watered', 'down', 'version', 'of', 'ouran', 'koukou', 'host', 'club', 'i', 'highly', 'recommend', 'this', 'is', 'my', '2nd', 'go', 'around', 'with', 'this', 'anime', 'and', 'i', 'honestly', 'dont', 'know', 'how', 'i', 'made', 'it', 'all', 'the', 'way', 'through', 'the', '1st', 'time', 'i', 'havent', 'read', 'the', 'manga', 'but', 'i', 'can', 'imagine', 'that', 'the', 'manga', 'might', 'be', 'a', 'lot', 'better', 'because', 'it', 'will', 'explore', 'the', 'relationships', 'of', 'the', 'characters', 'more', 'i', 'did', 'not', 'have', 'a', 'favorite', 'character', 'this', 'time', 'around', 'and', 'the', 'chances', 'that', 'i', 'rewatch', 'this', 'anime', 'again', 'for', 'a', '3rd', 'time', 'are', 'slim', 'to']",Not Recommended,18-Aug-24
155,Sakamichi no Apollon,"['good', 'endings', 'are', 'difficult', 'to', 'make', 'you', 'have', 'to', 'tie', 'up', 'as', 'many', 'plot', 'points', 'as', 'you', 'can', 'conclude', 'the', 'story', 'in', 'a', 'meaningful', 'way', 'and', 'at', 'the', 'same', 'time', 'make', 'it', 'special', 'so', 'its', 'not', 'generic', 'and', 'forgettable', 'writing', 'an', 'ending', 'can', 'really', 'make', 'or', 'break', 'a', 'story', 'as', 'a', 'whole', 'and', 'in', 'the', 'case', 'of', 'sakamichi', 'no', 'apollon', 'it', 'broke', 'it', 'to', 'its', 'core', 'it', 'left', 'most', 'of', 'the', 'plot', 'points', 'introduced', 'ignored', 'concluded', 'the', 'story', 'in', 'a', 'nonsensual', 'way', 'yet', 'at', 'the', 'same', 'time', 'make', 'it', 'generic', 'and', 'forgettable', 'sakamichi', 'no', 'apollon', 'known', 'as', 'kids', 'on', 'the', 'slope', 'is', 'a', 'fundamentally', 'good']",Mixed Feelings,18-Aug-24
156,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"['made', 'in', 'abyss', 'certainly', 'disappointed', 'me', 'with', 'its', 'first', 'season', 'i', 'had', 'high', 'expectations', 'due', 'to', 'the', 'good', 'comments', 'about', 'it', 'i', 'saw', 'the', 'movie', 'not', 'expecting', 'much', 'and', 'frankly', 'it', 'surprised', 'me', 'this', 'film', 'continues', 'the', 'plot', 'adapting', 'volumes', 'four', 'and', 'five', 'with', 'the', 'idofront', 'arc', 'in', 'my', 'honest', 'opinion', 'being', 'the', 'best', 'arc', 'of', 'the', 'original', 'manga', 'something', 'that', 'catches', 'my', 'attention', 'about', '“made', 'in', 'abyss”', 'is', 'that', 'it', 'has', 'many', 'similarities', 'with', 'the', 'story', 'of', 'full', 'metal', 'alchemist', 'and', 'in', 'the', 'best', 'possible', 'way', 'in', '“dawn', 'of', 'the', 'deep', 'soul”', 'for', 'example', 'everything', 'related', 'to', 'its', 'mythology', 'the', 'experimentation', 'with', 'chimeras', 'and', 'the', 'fact', 'that']",Recommended,18-Aug-24
157,Aria the Animation,"['i', 'cannot', 'comprehend', 'why', 'this', 'show', 'has', 'been', 'rated', 'so', 'low', 'it', 'holds', 'the', 'slice', 'of', 'life', 'theme', 'and', 'only', 'sidetracks', 'when', 'its', 'absolutely', 'necessary', 'it', 'uses', 'elements', 'of', 'sorrow', 'mixes', 'with', 'it', 'a', 'bittersweet', 'experience', 'creating', 'an', 'unparalleled', 'introspective', 'root', 'with', 'past', 'and', 'reality', 'of', 'neovenezia', 'the', 'soundtracks', 'of', 'aria', 'are', 'exceptional', 'and', 'blend', 'to', 'the', 'pacing', 'of', 'the', 'scene', 'the', 'characters', 'are', 'introduced', 'leisurely', 'in', 'the', 'first', 'few', 'episodes', 'but', 'sufficient', 'time', 'is', 'given', 'to', 'build', 'the', 'foundation', 'of', 'aria', 'company', 'undines', 'aria', 'pokoteng', 'the', 'mascot', 'of', 'aria', 'company', 'has', 'an', 'enchanting', 'presence', 'throughout', 'the', 'show', 'and', 'i', 'enjoyed', 'every', 'bit']",Recommended,18-Aug-24
158,Make Heroine ga Oosugiru!,"['wow', 'just', 'wow', 'this', 'anime', 'completely', 'caught', 'me', 'off', 'guard', 'i', 'never', 'expected', 'to', 'see', 'a', 'light', 'novel', 'in', 'the', 'romcom', 'genre', 'that', 'focuses', 'on', 'romance', 'from', 'such', 'a', 'realistic', 'standpoint', 'instead', 'of', 'the', 'typical', 'setup', 'where', 'the', 'main', 'character', 'is', 'magically', 'thrown', 'into', 'the', 'life', 'of', 'the', 'hottest', 'girl', 'in', 'class', 'spending', '12', 'episodes', 'navigating', 'unrealistic', 'scenarios', 'to', 'win', 'her', 'admiration', 'this', 'story', 'takes', 'a', 'different', 'approach', 'the', 'focus', 'is', 'on', 'characters', 'who', 'in', 'most', 'stories', 'would', 'be', 'written', 'off', 'as', 'the', 'losers—flawed', 'individuals', 'with', 'quirks', 'and', 'ticks', 'that', 'typically', 'push', 'them', 'into', 'the', 'background', 'but', 'here', 'they', 'take', 'center', 'stage', 'and', 'that’s', 'what', 'makes']",Recommended,18-Aug-24
159,Spy x Family Part 2,"['5510', 'part', '2', 'of', 'sxf', 'is', 'as', 'predicted', 'more', 'of', 'the', 'same', 'and', 'a', 'decline', 'off', 'that', 'was', 'the', 'banger', 'of', 'the', 'first', 'few', 'episodes', 'they', 'cut', 'much', 'the', 'action', 'parts', 'and', 'keep', 'reusing', 'the', 'same', 'type', 'of', 'jokes', 'over', 'and', 'over', 'the', 'show', 'is', 'just', 'fine', 'but', 'i', 'did', 'laugh', 'from', 'time', 'to', 'time', 'and', 'i', 'made', 'it', 'through', 'so', 'it', 'cant', 'be', 'all', 'bad', 'overall', 'i', 'would', 'say', 'this', 'show', 'is', 'ever', 'so', 'slightly', 'better', 'then', 'average', 'which', 'is', 'a', '510', 'my', 'biggest', 'problem', 'with', 'the', 'show', 'is', 'that', 'this', 'is', 'not', 'very', 'well', 'written', 'all', 'the', 'charecters', 'are', 'pretty', '1', 'dimensional', 'and']",Mixed Feelings,18-Aug-24
160,A.I.C.O. Incarnation,"['story', '510', 'this', 'story', 'is', 'pretty', 'average', 'it', 'asks', 'the', 'existential', 'question', 'of', 'how', 'much', 'of', 'yourself', 'can', 'you', 'lose', 'before', 'youre', 'no', 'longer', 'human', 'but', 'with', 'mystery', 'matter', 'the', 'story', 'is', 'a', 'bit', 'confusing', 'at', 'first', 'but', 'it', 'gets', 'better', 'by', 'the', 'end', 'there', 'are', 'a', 'few', 'twists', 'here', 'and', 'there', 'but', 'if', 'you', 'watch', 'a', 'lot', 'of', 'anime', 'you', 'can', 'see', 'it', 'coming', 'i', 'do', 'like', 'that', 'they', 'tried', 'something', 'new', 'in', 'the', 'genre', 'art', '710', 'you', 'can', 'tell', 'there', 'was', 'some', 'budget', 'that', 'went', 'into', 'the', 'serie', 'its', 'simple', 'but', 'theres', 'a', 'lot', 'of', 'panning', 'shots', 'and', 'still', 'parts', 'for', 'limited', 'animation', 'it', 'isnt', 'mappa']",Not Recommended,18-Aug-24
161,Plastic Memories,"['this', 'anime', 'tells', 'the', 'story', 'of', 'a', 'robot', 'called', 'giftia', 'a', 'robot', 'that', 'can', 'have', 'emotions', 'and', 'memories', 'like', 'ordinary', 'humans', 'but', 'its', 'lifespan', 'is', 'only', 'up', 'to', '81920', 'hours', 'or', 'about', '9', 'years', 'and', '4', 'months', 'if', 'he', 'is', 'not', 'reset', 'the', 'term', 'giftia', 'will', 'run', 'amok', 'and', 'create', 'chaos', 'everywhere', 'the', 'deeper', 'and', 'more', 'meaningful', 'the', 'memories', 'during', 'his', 'life', 'the', 'giftia', 'will', 'be', 'even', 'more', 'burdened', 'with', 'all', 'those', 'memories', 'so', 'the', 'mcs', 'job', 'is', 'to', 'take', 'giftia', 'before', 'his', 'life', 'is', 'up', 'and', 'run', 'amok', 'and', 'the', 'mcs', 'partner', 'tsukasa', 'happens', 'to', 'be', 'his', 'partner', 'with', 'a', 'senior', 'giftia', 'namely', 'the']",Recommended,18-Aug-24
162,Owari no Seraph: Nagoya Kessen-hen,"['this', 'anime', 'was', 'nothing', 'but', 'incredible', 'in', 'my', 'eyes', 'when', 'i', 'first', 'started', 'watching', 'season', '1', 'i', 'really', 'didnt', 'know', 'what', 'to', 'expect', 'how', 'to', 'feel', 'or', 'if', 'i', 'was', 'even', 'going', 'to', 'like', 'it', 'as', 'when', 'i', 'watch', 'an', 'anime', 'its', 'always', 'the', 'same', 'romance', 'comedy', 'isekai', 'slice', 'of', 'life', 'fantasy', 'and', 'shows', 'that', 'are', 'more', 'laid', 'back', 'and', 'nothing', 'too', 'serious', 'seraph', 'of', 'the', 'end', 'was', 'pretty', 'much', 'leaving', 'my', 'comfort', 'zone', 'and', 'to', 'be', 'honest', 'im', 'really', 'glad', 'i', 'decided', 'too', 'each', 'episode', 'of', 'season', '2', 'was', 'filled', 'with', 'more', 'action', 'than', 'the', 'rest', 'unlike', 'season', '1', 'season', '2', 'left', 'little', 'to', 'no']",Recommended,18-Aug-24
163,Higurashi no Naku Koro ni Kira,"['while', 'the', 'first', 'few', 'episodes', 'the', 'majority', 'of', 'them', 'are', 'pretty', 'weird', 'that', 'last', 'episode', 'was', 'really', 'wholesome', 'just', 'wish', 'the', 'rest', 'of', 'the', 'episodes', 'were', 'as', 'wholesome', 'as', 'that', 'last', 'one', 'the', 'episodes', 'are', 'episodic', 'and', 'were', 'set', 'up', 'nicely', 'overall', 'it', 'was', 'fun', 'i', 'guess', 'the', 'last', 'episode', 'was', 'pretty', 'good', 'for', 'me', 'but', 'the', 'first', '2', 'or', '3', 'episodes', 'really', 'drag', 'down', 'the', 'review', 'from', 'a', '9', 'or', 'an', '8', 'it', 'was', 'a', 'nice', 'breath', 'of', 'fresh', 'air', 'until', 'things', 'start', 'getting', 'real', 'again', 'but', 'really', 'this', 'isnt', 'that', 'great', 'as', 'a', 'higurashi', 'product', 'not', 'all', 'higurashi', 'fans', 'would', 'enjoy', 'this', 'although', 'some']",Mixed Feelings,18-Aug-24
164,Renai Flops,"['the', 'first', 'half', 'is', 'like', 'spiderman', '3', 'it', 'has', 'absolutely', 'ridiculous', 'scenes', 'while', 'then', 'trying', 'to', 'pull', 'of', 'serious', 'scenes', 'that', 'make', 'you', 'feel', 'for', 'the', 'characters', 'which', 'in', 'my', 'opinion', 'is', 'what', 'makes', 'it', 'great', 'to', 'go', 'with', 'this', 'it', 'has', 'lots', 'of', 'actual', 'funny', 'lines', 'that', 'made', 'me', 'actually', 'laugh', 'out', 'loud', 'due', 'to', 'the', 'absurdity', 'of', 'them', 'it', 'plays', 'all', 'the', 'characters', 'girls', 'very', 'tongue', 'and', 'cheek', 'as', 'they', 'are', 'all', 'the', 'average', 'harem', 'girl', 'stereotype', 'but', 'its', 'self', 'aware', 'in', 'the', 'fact', 'and', 'uses', 'it', 'to', 'the', 'stories', 'advantages', 'making', 'character', 'arcs', 'around', 'the', 'flaws', 'of', 'the', 'stereotypes', 'the', 'twist', 'to', 'set']",Recommended,18-Aug-24
165,Shoushimin Series,"['masterpiece', 'the', 'story', 'reminds', 'me', 'from', 'the', 'other', 'from', 'the', 'same', 'author', 'but', 'it', 'is', 'not', 'a', 'copy', 'very', 'unique', 'every', 'episode', 'keeps', 'me', 'in', 'my', 'tip', 'toes', 'even', 'if', 'they', 'talking', 'about', 'sweets', 'which', 'they', 'do', 'which', 'is', 'a', 'lot', 'the', 'art', 'style', 'is', 'beautiful', 'and', 'is', 'a', 'blueray', 'away', 'from', 'being', 'cinema', 'fitting', 'the', 'music', 'entrancing', 'the', 'main', 'characters', 'follow', 'a', 'sherlock', 'watson', 'moriarty', 'dynamic', 'perfectly', 'in', 'sync', 'with', 'each', 'other', 'i', 'just', 'want', 'to', 'know', 'their', 'backstories', 'but', 'they', 'feel', 'so', 'good', 'so', 'far', 'that', 'i', 'wouldnt', 'care', 'if', 'it', 'was', 'revealed', 'how', 'they', 'came', 'to', 'met', 'in', 'the', 'end', 'yes', 'you', 'will']",Recommended,18-Aug-24
166,Made in Abyss,"['i', 'have', 'read', 'and', 'they', 'had', 'told', 'me', 'that', 'the', 'anime', 'was', 'very', 'good', 'and', 'that', 'despite', 'the', 'childrens', 'artistic', 'section', 'it', 'was', 'a', 'very', 'adult', 'anime', 'but', 'the', 'anime', 'does', 'neither', 'the', 'first', 'nor', 'the', 'second', 'the', 'plot', 'although', 'a', 'little', 'more', 'elaborate', 'than', 'the', 'average', 'shonen', 'has', 'nothing', 'adult', 'about', 'it', 'the', 'only', 'thing', 'there', 'is', 'a', 'bit', 'of', 'badly', 'done', 'gore', 'and', 'scenes', 'of', 'childish', 'nudity', 'without', 'any', 'sense', 'then', 'there', 'is', 'that', 'they', 'love', 'to', 'piss', 'themselves', 'but', 'it', 'is', 'another', 'nonsense', 'the', 'only', 'thing', 'that', 'would', 'stand', 'out', 'are', 'the', 'scenarios', 'that', 'are', 'very', 'original', 'and', 'provide', 'variety', 'although', 'in', 'the', '13', 'episodes']",Mixed Feelings,18-Aug-24
167,Ashita no Joe (Movie),"['ashita', 'no', 'joe', 'tells', 'the', 'story', 'of', 'joe', 'yabuki', 'a', 'troubled', 'homeless', 'man', 'with', 'amazing', 'physical', 'strength', 'and', 'reflexes', 'in', 'some', 'slums', 'he', 'demonstrates', 'his', 'skill', 'attracting', 'the', 'attention', 'of', 'danpei', 'tange', 'a', 'drunk', 'and', 'oneeyed', 'exboxer', 'who', 'wants', 'to', 'convince', 'him', 'to', 'box', 'finally', 'after', 'several', 'attempts', 'danpei', 'convinced', 'him', 'to', 'box', 'but', 'joe', 'does', 'not', 'change', 'his', 'attitude', 'and', 'this', 'will', 'get', 'him', 'into', 'trouble', 'this', 'is', 'the', 'plot', 'that', 'the', 'film', 'leaves', 'us', 'with', 'in', 'the', 'first', 'minutes', 'having', 'a', 'slow', 'and', 'even', 'boring', 'start', 'at', 'some', 'moments', 'which', 'may', 'be', 'its', 'biggest', 'sin', 'however', 'this', 'helps', 'us', 'get', 'to', 'know', 'the', 'protagonist']",Recommended,18-Aug-24
